,238404372821,137237435722
10,"{'name': 'Артур С.', 'icon_href': None, 'date': 1692785177.773, 'text': 'Очень ужасное обслуживание,хамят каждому клиенту а кассиру видимо вообще надоело там работать. Никому не советую это отделение а сотрудников вообще надо проверить через психологов и желательно произвести чистку кадров.', 'stars': 1}","{'name': 'Елена Шилова', 'icon_href': None, 'date': 1662969189.851, 'text': 'Отвратительное отделение. Народу полно всегда. Из 4-х окон работает всегда или 2 или 3. 4 ни разу не видела. Очень всё медленно. Я уважаю людей пожилого возраста, но когда они приходят один за другим, и их вызывают, а я стою и моя очередь из-за этого отодвигается всё дальше - это не правильно! Я специально ухожу с работы, чтобы зайти в банк и тратить время на сидение/ожидание это ужасно. Ждали полтора часа чтобы попасть к оператору и закрыть вклад уже в конце-концов. Дождались.А с 14.15 до 15.00 касса закрывается на обед. Издевательство просто. Откройте 4 окно и обслуживайте льготников! Это один из дней, а я в этом банке много раз была и каждый раз одно и то же. Примите меры!', 'stars': 2}"
11,"{'name': 'Наталья Пархоменко', 'icon_href': None, 'date': 1689392616.262, 'text': 'Не доверяйте этому банку! Там есть пособники мошенникам..! Ещё и вас обвинят...!!! Мой отзыв вам не понравился!!! Правда глаза режет!!!', 'stars': 2}","{'name': 'Nozim Ne`matov', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/27274/fwxO6arvEYdgmuuNOWwLdgQcNQs-1/islands-68', 'date': 1686159413.3, 'text': 'Спасибо банкирам сделали свое дело быстро и чётко остался довольным', 'stars': 5}"
12,"{'name': 'Лянка Светлова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/63032/enc-f95b6c43a2cf4000d685c044bcad6f909521b70e9f56fba134255ede3a00a866/islands-68', 'date': 1679105033.239, 'text': 'Разочаровал меня этот банк. Терминал, по выдаче очередных талончиков не работает и никто не собирается его ремонтировать. Люди сидят в живой очереди. Обслуживание проходит крайне медленно. Оператор, который занимался моим вопросом, некомпетентна. Звонила на горячую линию , не понимала, что нужно делать, подходила к своим коллегам за информацией. В итоге, потеряв полтора часа, мне дали опытного оператора, Проблема была решена. Не советую банк ВТБ. Это мое мнение.', 'stars': 3}","{'name': 'Илья Кузьмин', 'icon_href': None, 'date': 1676999946.806, 'text': 'Очень хорошо. Несколько банкоматов. Внимательный и вежливый персонал. Замечательное обслуживание.', 'stars': 5}"
13,"{'name': 'Тимур Астамиров', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/39460/1H0NBKWCi54TqBLFmuGjgrKfzf4-1/islands-68', 'date': 1662304438.047, 'text': 'Вполне удобное расположение. Парковка есть, но мест не совсем много. Работники хорошо и вежливо работают, к каждому клиенту свой подход. Порой время ожидания может затянуться.', 'stars': 5}","{'name': 'Виктория Джура', 'icon_href': None, 'date': 1693142522.925, 'text': 'Очень бедненько для банка. Стулья обшарпанные, стаканов в кулере нет, бумаги в аппарате с талонами тоже нет. Персонал медленный.', 'stars': 1}"
14,"{'name': 'С Дмитрий', 'icon_href': None, 'date': 1687433156.294, 'text': 'Быстро качественно без лишних вопросов всё по делу, Банкомат всегда доступен.', 'stars': 5}","{'name': 'Дина', 'icon_href': None, 'date': 1667390700.154, 'text': 'Ждала очень долго свою очередь. Все бы ничего, но я была с двумя детьми. Уж могли бы и предложить обслужить нас без очереди . Мне всего лишь наличные нужно было снять через кассу. Я понимаю, что скорее всего бессмысленно тут писать отзыв, но может быть администрацией меры будут предприняты. 2 ноября , время с 17:40 примерно.', 'stars': 1}"
15,"{'name': 'Анастасия П.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/28053/0F6aSfVUp4XKlQYiqXbY8Izi8-1/islands-68', 'date': 1680784396.661, 'text': 'Народу всегда много, работает три окна, талончики не работают - сломан аппарат (уже давно). Очередь общая, очень неудобно. Надеюсь, не придется сюда приходить) сотрудники, конечно, не виноваты, все вежливые.\n\nЯ просидела в очереди полтора часа, но в системе какой-то сбой случился и все, до свидания.', 'stars': 1}","{'name': 'no name', 'icon_href': None, 'date': 1654343486.398, 'text': 'Обман, наглая ложь и хамство сотрудников\n03 июня 2022 зашла, чтобы обменять валюту. Сотрудники подтвердили, что можно обменять в приложении по выгодному курсу. Быстро открыли счет, внесла валюту и тут началось самое интересное - курс, по которому можно обменять в приложении на 11 рублей!!! ниже, чем обещанный. Дальше началось вранье, что это курс ЦБ, потом, что это курс, по которому банк продает валюту. Вернуть валюту отказались, сославшись на запрет Центрального банка. Сотрудница Ахмедова в начале отказалась принимать жалобу, потом проявила чудеса обходительности, заявив пересядьте за другой стол, у меня другой клиент. Выдать корешок талона о приеме жалобы эта сотрудница забыла, пришлось напомнить. Так что за качественным сервисом Вам сюда!', 'stars': 1}"
16,"{'name': 'Михаил Сидельников', 'icon_href': None, 'date': 1690224630.837, 'text': 'Приятный персонал. Работают быстро и внятно объясняют. Не работает терминал, ходит женщина и говорит кому в какое окошко подойти, в общем нормально', 'stars': 5}","{'name': 'Пётр', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/27274/LdSS1MepQ5oowDCVWiPgx7WHKOY-1/islands-68', 'date': 1644323976.106, 'text': 'Странные чувства при посещении этого отделения банка. Пришол в первые, народу много, мест для ожидания один диванчик на двоих. Люди стоя жлут, из 8-9 рабочих мест, 2 оператора. Пожелые люди в непонимании и от отношения к ним, разворачивались и уходили от сюда. Дождался, своей очереди, банк уже закрыли, но сотрудник Всё равно выслушал меня и выполнил свои обязательство. Мне даже стало не удобно, что я её так задержал на рабочем месте. Вот отсюда и странные чувства об этом месте. Не прояви выдержку ""досижу до упора"". Остался бы недоверием к этому филиалу.', 'stars': 4}"
17,"{'name': 'QUWERCUS', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/23186/c1LlnWcDrvuCR0eG9zckwAAdw-1/islands-68', 'date': 1682952624.894, 'text': 'Хочу выразить благодарность сотруднику банка- Ниталян Вардуи Карапетовне. Не первый раз обслуживаюсь у нее, замечательный специалист, отзывчивый, располагает к себе, нет недоверия, всегда все обьяснит и поможет решить любую проблему.', 'stars': 5}","{'name': 'Alex St.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/23134/Qf7raMYCbD5iH88hGUHO07gxrg-1/islands-68', 'date': 1652002635.891, 'text': 'Хорошее отделение, народу не много, персонал приветливый. Решил открыть там счёт для ИП, пока все хорошо. Был небольшой косячок со списанием, но проблему решили оперативно', 'stars': 5}"
18,"{'name': 'Леонид Павлюченко', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/33202/IlkpoVGRGa23xxiSF6FQKuVz5z8-1/islands-68', 'date': 1695394559.224, 'text': 'Пришел, электронная очередь не работает, на ресепшене какая-то женщина выписывает номерка от руки, час прождал очередь, потом пытались не нужную фигню втюхать', 'stars': 2}","{'name': 'Ольга Сергеевна', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/47747/e6yTpMgr9tWXWudICbYllYZ3fjQ-1/islands-68', 'date': 1680102670.839, 'text': 'Отвратительно, менеджеры постоянно сидят вольяжно, разговаривают будто им кто то что должен, руководителя застать крайне сложно. В решении вопросов не компетентны абсолютно.', 'stars': 1}"
19,"{'name': 'Зоя Волкова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/45566/SAd1b0w0iNDcrKvn9B878syFEq0-1/islands-68', 'date': 1654009629.746, 'text': 'Отличное обслуживание, в данном банке совершали сделку. Отдельное спасибо специалисту банка - Нане, очень приятный, позитивный человек, всё объяснила, рассказала о новых банковских продуктах. Рекомендую данный офис.', 'stars': 5}","{'name': 'Татьяна', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/21493/enc-5559c40bbd756ff6cb6bf563dd3ca472/islands-68', 'date': 1671376443.099, 'text': 'Супер обслуживание , помогли в решение важной проблемы , были вежливы и обходительны', 'stars': 5}"
20,"{'name': 'Инкогнито 7153', 'icon_href': None, 'date': 1696168782.44, 'text': 'Прекрасный банк, прекрасный персонал, ответят на любое ваше обращение, тем более если вы в,,,, привелегии,,,,', 'stars': 5}","{'name': 'St. Stathem', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/44850/Hx4fPmZEkq5HsmNDNNIS5vDuQ-1/islands-68', 'date': 1641979357.497, 'text': 'В самом банке не был, а вот при входе отделение банкоматов которые работают круглосуточно есть проблемы, во первых постоянно не срабатывает карта при входе когда её проводишь через магнитный ключ, и тебе нет возможности зайти внутрь, и стоишь на улице и по десять раз проводишь этой картой то с одной стороны то с другой. Ещё одна проблема это плохая работа банкоматов у меня банкомат забрал карту и не вернул, в тот момент когда мне срочно нужны были деньги, и я не смог их получить. Собираюсь обращаться в правоохранительные органы так как мне не была оказана со стороны банка ни какая моральная компенсация даже пускай символическая чтобы загладить свою вину со стороны банка.', 'stars': 1}"
21,"{'name': 'Дмитрий Казанков', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/44850/enc-b7ad568e66e48a14edb079f4faee79820ccd6cece95bfd2b913f5e36fd26cac0/islands-68', 'date': 1677495776.9, 'text': 'Перепутали номер телефона в договоре, причем указывать его пришлось два раза. В одной из граф все нормально, во второй ошибка на одну цифру. Очень любят впаривать кредитные карты, причем не предлагать, а именно впаривать.', 'stars': 1}","{'name': 'Евгений Лукьянов', 'icon_href': None, 'date': 1638381925.481, 'text': 'Как законный представитель оформил ребёнку социальную карту учащегося «карту москвича»\nС поддержкой банка ВТБ. Решил пополнить её через банкомат ВТБ на станции метро Свиблово. Вставил карту в считывающие устройство, выбрал операцию «пополнить проезд на наземном транспорте» открылся купюроприемник, куда внёс 500 рублей наличными одной купюрой. После чего он закрылся и банкомат мне выдал чек ( фото), где написано, что операция не прошла и нужно обратиться в отделение банка. Обратился в отделение банка по адресу Дмитрия Ульянова 24 стр 1. Отстоял в очереди, объяснил ситуацию, предоставил чек, карту, после чего мне ответил сотрудник банка, что денег она на счёте карты не видит и помочь не сможет. Решила перенаправить меня в службу поддержки «карты москвича», на что я повторно спросил: БАНК ВТБ -это ваш банк?\nНа что она ответила «да». Я сегодня совершил операцию через ваш банкомат и хотел пояснений, куда зачислились денежные средства и если операция не прошла, то как мне их вернуть? Ответ был таким: «приходите с ребёнком, на кого оформлена карта, пусть возьмёт с собой паспорт и свидетельство о рождении». Ну хорошо, пришла уже супруга с ребёнком, в тоже отделение со всеми документами картой и чеком. И в очередной раз сотрудник разводил руками и говорил что средств нигде не видит и помочь не сможет)) Ну тут уже закипел интерес, возможно ли разобраться с этой ямой! Было решение набрать по тел. в службу поддержки банка. Дозвонились, долго разговаривали, причём попросили присутствовать ребёнка в разговоре, опять всё по третьему кругу! Составили обращение, присвоили номер, пришла смс, что в срок до 30.11 оно будет рассмотрено. Да именно 30.11.2021 приходит смс с кодом доступа. Тут возникает вопрос где этот код нужно применить?\nДа, логически можно было додуматься, что ввести его где-то в приложении ВТБ, но т.к ребёнку нет 18 лет, то оно просто не доступно для пользователя!Очередной раз набираем в службу поддержки, уже по четвёртом кругу объясняем ситуацию, что прислали код доступа на ранее зарегистрированное обращение и что с ним делать. Оператор Анна ответила, что сейчас мы зарегистрируем новое обращение)) Анна настаивала, что бы в диалоге участвовал только мой сын как держатель карты, а законный представитель «я» учавствовать не может! Пришлось сидеть и слушать. Разговор с оператором начался в 21:43 в 22:21 Анна сказала, что произошла техническая ошибка и если не поступит смс, то придётся перезвонить ещё раз!) смс не поступило. По ходу идём на пятый круг!))', 'stars': 1}"
22,"{'name': 'Посетитель', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/35885/S9Yl654TOAnr013uuYlLQhtv9k0-1/islands-68', 'date': 1690304134.289, 'text': 'Психушка на колёсиках, оформил заявку на кредитную карту 24.07.2023 одобрили и сказали забрать в любом отделении банк ВТБ. \n\nПрихожу по адресу: г.Солнечногорск, ул. Красная, д.60 (Время 18:20) далее сотрудник молодой человек говорит никакой заявки нет и развел руками, предложил оформить кредитную карту на других условиях.\n\n\nПользуюсь кредитными картами многих банков, но с таким отношением к клиентам никогда не сталкивался. Банку стоит задуматься почему банки-конкуренты впереди.\n\n\nВ итоге на горячей линии ВТБ я отказался быть клиентом такого смешного банка.', 'stars': 1}","{'name': 'Дмитрий Берц', 'icon_href': None, 'date': 1673100743.057, 'text': 'Худшего места в банковской сфере не видел. Был 4 раза и постоянно наблюдал конфликтные ситуации из-за ""профессислизма"" сотрудников. Написал заявление буду закрывать там счет.', 'stars': 2}"
23,"{'name': 'Leonidge Zember', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/29310/IkOqMviZUf0ZfdH77qvG66O5SPE-1/islands-68', 'date': 1661005276.581, 'text': 'Обслуживание быстрое, работники приятные, время ожидание среднее. Банкомат работает. Единственное что не устраивает во всех ВТБ это оборудование прошлого века. Если в Сбере там все на планшетах и ноутбуках, то в ВТБ надо делать фото, все на древнейших ПК.', 'stars': 4}","{'name': 'Milena Sargsyan', 'icon_href': None, 'date': 1663319569.585, 'text': 'Разменивала здесь 20 долларов и они взяли комиссию 300 рублей потому что я разменивала меньше 300 у меня должно было получиться 1250 рублей а мне дали 950 рублей', 'stars': 2}"
24,"{'name': 'Александр Кавешников', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/27274/xLFJMSmDnM0SpcY1hSDmnB9K97o-1/islands-68', 'date': 1685870061.31, 'text': 'Хорошая кухня,быстрая подача,вежливый персонал 👍', 'stars': 5}","{'name': 'Марина Фунтова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/63032/AZ0fWUJHH1HEwt2GDDfMMJHgQ-1/islands-68', 'date': 1640603632.861, 'text': 'Мне понравилось. Попался хороший сотрудник. Карточку, которая была в моей организации оформлена с ошибкой - исправили. С проблемой разобрались быстро. Я довольна. Хотелось бы побольше таких компетентных и вежливых сотрудников.', 'stars': 5}"
25,"{'name': 'Татьяна', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/28053/enc-61595af1ed81f6bf7fb7da65a85e8e6f514f4b190b105f39f6191446f2ffbb70/islands-68', 'date': 1673895953.129, 'text': 'Счёт оформили, а карту не выдали. \nНе предоставили услугу. Обещали перезвонить и так больше недели и не дождалась. Дозванивалась несколько дней сама. В итоге так и не ответили и ещё и помочь отказались, сделали вид, что виновата сама…. просили приехать к ним. Мне добираться час. Хотя могли сразу все оформить. Причин отказа не было.', 'stars': 1}","{'name': 'андрей мининский', 'icon_href': None, 'date': 1671030225.398, 'text': 'Очень хорошее место. Персонал выше всех похвал! Мне понравилось.', 'stars': 5}"
26,"{'name': 'Ольга Черкасова', 'icon_href': None, 'date': 1674465058.823, 'text': 'Внимательный персонал.облслуживание на высоте..с клиентами обхадительны и предлагают выгодные условия.разясняют.условия..банкоматом не пользуюсь', 'stars': 5}","{'name': 'Клава', 'icon_href': None, 'date': 1644920413.478, 'text': 'Не думаю, что за время прошедшее после предыдущего отзыва ВТБ вдруг вырос в моих глазах. Офис рядом со стройкой, народу тьма. О правилах пользования банкоматом они, исесенно, не знают. Да им это и не надо, главное прорваться внутрь, к банкомату. Соответственно, другим людям, мягко скажем, не комфортно, с таким соседством производить операци .....', 'stars': 1}"
27,"{'name': 'Юлия А', 'icon_href': None, 'date': 1676449773.686, 'text': 'Вежливый, грамотный персонал, ожидание в очереди около 5 минут, светлый,чистый офис, много операционистов, есть терминал для записи, на вхоле встречает сотрудник банка, консультирует по услугам. Есть комфортеый длинный диван для ожидания своей очереди. Большая парковка.', 'stars': 5}","{'name': 'Алексей Фимушкин', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/59871/NLKtQogQxBMxg2uqqCXI7bHoHM4-1/islands-68', 'date': 1672985691.163, 'text': 'Много не профессионалов !открыть аккредитив не сумели ! Послали в другое отделение , которое закрыто уже два месяца! Все плохо!', 'stars': 1}"
28,"{'name': 'Игорь Чинарев', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/31804/iKGabINcuGOSzya75qeSyeMec-1/islands-68', 'date': 1679152254.413, 'text': 'Спустя 8 лет нашли задолженность,хотя все счета закрывал в банке,и начали каждый день списывать по 27 коп с карточки,откуда задолженность объяснить не смогли,и как к ним теперь относится?', 'stars': 1}","{'name': 'Олег Худяев', 'icon_href': None, 'date': 1640003794.224, 'text': 'Переводил деньги из ВТБ в Сбер. Заплатил за услугу 1500 рублей, что бы сберечь время. Сотрудница офиса Фируза А., в платёжном поручении сделала грамматическую ошибку в написании отчества. Деньги не пришли и дважды сорвалась ипотечная сделка. Цена на квадратный метр, между тем, увеличивается. Извинений, конечно, не последовало.', 'stars': 1}"
29,"{'name': 'Надежда Семенова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/38436/QPgY5CktQKPgL1xKkxm1hh7v4E-1574560642/islands-68', 'date': 1657121387.307, 'text': 'Отличный банк. Быстрое решение всех вопросов. Обслуживание отличное, персонал вежливый, время ожидания короткое. Для пенсионеров и инвалидов убраны платежи по обслуживанию.', 'stars': 5}","{'name': 'Надежда И', 'icon_href': None, 'date': 1676604321.175, 'text': ""Консультацию в полном об'еме не получила.\nПросто отправили дальше...\nтак и проконсультировали"", 'stars': 2}"
30,"{'name': 'М', 'icon_href': None, 'date': 1656997085.365, 'text': 'Начиталась отзывов и шла с опаской. Но ничего плохого не заметила. Осталась довольна обслуживанием. Доброжелательный персонал, свободное помещение, очереди не было никакой. Решили мой вопрос очень быстро, все объяснили и оформили. Благодарю персонал ВТБ Солнечногорское отделение!', 'stars': 5}","{'name': 'Елена Ж.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/51169/kCCCs3RT2olbhLbnATj5wvnOHXA-1/islands-68', 'date': 1604402063.849, 'text': 'Я предпочитаю это отделение только по одной причине - оно находится ближе других к месту моего проживания. Очень часто обслуживание в нём не соответствует должному уровню. Так и 30 октября 2020г, посетив это отделение, я столкнулась с несоблюдением мер предосторожности в общественных местах в условиях пандемии. Одна сотрудница банка (окно №3) была со спущенной маской. Я, к счастью, попала не к ней. Во 2-ом окне, где меня прекрасно обслужили, надо отдать должное - был с этим и остальным полный порядок. Но рядом со мной в 1-ом окне обслуживали клиентку с маской под подбородком и без перчаток. Чтобы самой не выяснять с ней отношения (я не за этим пришла в банк), я обратилась к сотруднице банка у бюро при входе в отделение, указав ей на нарушение. На что та мне ответила, что она занята и не будет просить клиентку надеть маску и перчатки. На мою просьбу предоставить мне книгу жалоб и предложений мне ответили, что в отделении такой нет. Таким образом некоторые сотрудники банка, обслуживая клиентов без масок и перчаток, подвергают своих клиентов опасности заражения, не выполняя постановление Правительства РФ и обслуживая людей, не соблюдающих перчаточно-масочный режим.', 'stars': 3}"
31,"{'name': 'Инкогнито 5156', 'icon_href': None, 'date': 1680274520.332, 'text': 'Всегда приветливый и компетентный персонал, время ожидания зависит от наполненности в банке клиентов!', 'stars': 5}","{'name': 'Neilia MM', 'icon_href': None, 'date': 1651818731.921, 'text': 'Не понравилось отделение. Народу много, электронная очередь не работает. из 4 операторов в лучшем случае работают 2-3 ((( без острой необходимости туда ни ногой!', 'stars': 4}"
